,business_id,date,stars
6641,K7lWdNUhCbcnEvI0NhGewg,2018/10/4,3
6291,K7lWdNUhCbcnEvI0NhGewg,2018/10/2,5
6819,K7lWdNUhCbcnEvI0NhGewg,2018/10/2,3
2164,K7lWdNUhCbcnEvI0NhGewg,2018/10/1,2
4940,K7lWdNUhCbcnEvI0NhGewg,2018/10/1,1
1979,K7lWdNUhCbcnEvI0NhGewg,2018/9/30,1
3068,K7lWdNUhCbcnEvI0NhGewg,2018/9/30,3
1238,K7lWdNUhCbcnEvI0NhGewg,2018/9/29,5
2101,K7lWdNUhCbcnEvI0NhGewg,2018/9/29,1
12731,cYwJA2A6I12KNkm2rtXd5g,2018/9/28,4
33,K7lWdNUhCbcnEvI0NhGewg,2018/9/25,5
6473,K7lWdNUhCbcnEvI0NhGewg,2018/9/25,4
6635,K7lWdNUhCbcnEvI0NhGewg,2018/9/25,3
3933,K7lWdNUhCbcnEvI0NhGewg,2018/9/24,3
4492,K7lWdNUhCbcnEvI0NhGewg,2018/9/24,5
6021,K7lWdNUhCbcnEvI0NhGewg,2018/9/24,3
6806,K7lWdNUhCbcnEvI0NhGewg,2018/9/24,4
4275,K7lWdNUhCbcnEvI0NhGewg,2018/9/22,5
6854,K7lWdNUhCbcnEvI0NhGewg,2018/9/21,4
4448,K7lWdNUhCbcnEvI0NhGewg,2018/9/20,4
6090,K7lWdNUhCbcnEvI0NhGewg,2018/9/20,5
6171,K7lWdNUhCbcnEvI0NhGewg,2018/9/20,5
5117,K7lWdNUhCbcnEvI0NhGewg,2018/9/19,5
2620,K7lWdNUhCbcnEvI0NhGewg,2018/9/18,5
3364,K7lWdNUhCbcnEvI0NhGewg,2018/9/18,3
3599,K7lWdNUhCbcnEvI0NhGewg,2018/9/18,5
2026,K7lWdNUhCbcnEvI0NhGewg,2018/9/17,3
1825,K7lWdNUhCbcnEvI0NhGewg,2018/9/16,4
993,K7lWdNUhCbcnEvI0NhGewg,2018/9/15,4
6568,K7lWdNUhCbcnEvI0NhGewg,2018/9/15,3
290,K7lWdNUhCbcnEvI0NhGewg,2018/9/14,4
364,K7lWdNUhCbcnEvI0NhGewg,2018/9/14,4
393,K7lWdNUhCbcnEvI0NhGewg,2018/9/14,1
5298,K7lWdNUhCbcnEvI0NhGewg,2018/9/13,1
5632,K7lWdNUhCbcnEvI0NhGewg,2018/9/12,5
4076,K7lWdNUhCbcnEvI0NhGewg,2018/9/11,1
4546,K7lWdNUhCbcnEvI0NhGewg,2018/9/11,5
3239,K7lWdNUhCbcnEvI0NhGewg,2018/9/10,1
3746,K7lWdNUhCbcnEvI0NhGewg,2018/9/9,4
3852,K7lWdNUhCbcnEvI0NhGewg,2018/9/9,5
2291,K7lWdNUhCbcnEvI0NhGewg,2018/9/7,5
2295,K7lWdNUhCbcnEvI0NhGewg,2018/9/7,4
2345,K7lWdNUhCbcnEvI0NhGewg,2018/9/7,5
2938,K7lWdNUhCbcnEvI0NhGewg,2018/9/7,5
1923,K7lWdNUhCbcnEvI0NhGewg,2018/9/6,5
1205,K7lWdNUhCbcnEvI0NhGewg,2018/9/5,4
1362,K7lWdNUhCbcnEvI0NhGewg,2018/9/5,2
1383,K7lWdNUhCbcnEvI0NhGewg,2018/9/5,4
12441,cYwJA2A6I12KNkm2rtXd5g,2018/9/5,5
316,K7lWdNUhCbcnEvI0NhGewg,2018/9/4,4
864,K7lWdNUhCbcnEvI0NhGewg,2018/9/4,2
1038,K7lWdNUhCbcnEvI0NhGewg,2018/9/4,5
568,K7lWdNUhCbcnEvI0NhGewg,2018/9/3,5
6040,K7lWdNUhCbcnEvI0NhGewg,2018/9/2,5
6336,K7lWdNUhCbcnEvI0NhGewg,2018/9/2,5
6343,K7lWdNUhCbcnEvI0NhGewg,2018/9/2,5
4092,K7lWdNUhCbcnEvI0NhGewg,2018/9/1,5
4961,K7lWdNUhCbcnEvI0NhGewg,2018/9/1,3
5751,K7lWdNUhCbcnEvI0NhGewg,2018/9/1,3
4976,K7lWdNUhCbcnEvI0NhGewg,2018/8/31,3
4144,K7lWdNUhCbcnEvI0NhGewg,2018/8/30,1
2260,K7lWdNUhCbcnEvI0NhGewg,2018/8/29,4
4354,K7lWdNUhCbcnEvI0NhGewg,2018/8/29,1
2122,K7lWdNUhCbcnEvI0NhGewg,2018/8/28,5
2582,K7lWdNUhCbcnEvI0NhGewg,2018/8/27,1
2602,K7lWdNUhCbcnEvI0NhGewg,2018/8/27,5
1407,K7lWdNUhCbcnEvI0NhGewg,2018/8/26,4
1603,K7lWdNUhCbcnEvI0NhGewg,2018/8/26,3
1665,K7lWdNUhCbcnEvI0NhGewg,2018/8/26,5
1772,K7lWdNUhCbcnEvI0NhGewg,2018/8/26,4
1780,K7lWdNUhCbcnEvI0NhGewg,2018/8/26,3
1960,K7lWdNUhCbcnEvI0NhGewg,2018/8/26,5
2042,K7lWdNUhCbcnEvI0NhGewg,2018/8/26,1
983,K7lWdNUhCbcnEvI0NhGewg,2018/8/25,1
1087,K7lWdNUhCbcnEvI0NhGewg,2018/8/25,1
1820,K7lWdNUhCbcnEvI0NhGewg,2018/8/25,1
193,K7lWdNUhCbcnEvI0NhGewg,2018/8/24,2
27,K7lWdNUhCbcnEvI0NhGewg,2018/8/23,5
4051,K7lWdNUhCbcnEvI0NhGewg,2018/8/22,1
4247,K7lWdNUhCbcnEvI0NhGewg,2018/8/22,5
5792,K7lWdNUhCbcnEvI0NhGewg,2018/8/22,5
5216,K7lWdNUhCbcnEvI0NhGewg,2018/8/21,4
3004,K7lWdNUhCbcnEvI0NhGewg,2018/8/20,5
3137,K7lWdNUhCbcnEvI0NhGewg,2018/8/20,5
4820,K7lWdNUhCbcnEvI0NhGewg,2018/8/20,5
4827,K7lWdNUhCbcnEvI0NhGewg,2018/8/20,4
2060,K7lWdNUhCbcnEvI0NhGewg,2018/8/19,2
2074,K7lWdNUhCbcnEvI0NhGewg,2018/8/18,5
2735,K7lWdNUhCbcnEvI0NhGewg,2018/8/18,5
5918,K7lWdNUhCbcnEvI0NhGewg,2018/8/18,4
1698,K7lWdNUhCbcnEvI0NhGewg,2018/8/17,2
1532,K7lWdNUhCbcnEvI0NhGewg,2018/8/16,1
1777,K7lWdNUhCbcnEvI0NhGewg,2018/8/16,3
946,K7lWdNUhCbcnEvI0NhGewg,2018/8/15,5
1129,K7lWdNUhCbcnEvI0NhGewg,2018/8/15,4
134,K7lWdNUhCbcnEvI0NhGewg,2018/8/14,3
424,K7lWdNUhCbcnEvI0NhGewg,2018/8/14,2
3920,K7lWdNUhCbcnEvI0NhGewg,2018/8/11,5
4137,K7lWdNUhCbcnEvI0NhGewg,2018/8/11,5
5478,K7lWdNUhCbcnEvI0NhGewg,2018/8/11,4
3360,K7lWdNUhCbcnEvI0NhGewg,2018/8/10,1
5495,K7lWdNUhCbcnEvI0NhGewg,2018/8/10,4
16027,cYwJA2A6I12KNkm2rtXd5g,2018/8/9,5
1712,K7lWdNUhCbcnEvI0NhGewg,2018/8/8,2
2182,K7lWdNUhCbcnEvI0NhGewg,2018/8/8,4
1703,K7lWdNUhCbcnEvI0NhGewg,2018/8/7,4
2067,K7lWdNUhCbcnEvI0NhGewg,2018/8/7,5
3666,K7lWdNUhCbcnEvI0NhGewg,2018/8/7,3
1408,K7lWdNUhCbcnEvI0NhGewg,2018/8/6,5
1478,K7lWdNUhCbcnEvI0NhGewg,2018/8/6,1
345,K7lWdNUhCbcnEvI0NhGewg,2018/8/5,5
11155,cYwJA2A6I12KNkm2rtXd5g,2018/8/5,5
6,K7lWdNUhCbcnEvI0NhGewg,2018/8/4,4
16,K7lWdNUhCbcnEvI0NhGewg,2018/8/4,4
32,K7lWdNUhCbcnEvI0NhGewg,2018/8/4,5
3961,K7lWdNUhCbcnEvI0NhGewg,2018/8/4,3
6383,K7lWdNUhCbcnEvI0NhGewg,2018/8/4,4
6746,K7lWdNUhCbcnEvI0NhGewg,2018/8/4,4
6125,K7lWdNUhCbcnEvI0NhGewg,2018/8/3,4
5001,K7lWdNUhCbcnEvI0NhGewg,2018/8/2,5
5210,K7lWdNUhCbcnEvI0NhGewg,2018/8/1,2
5727,K7lWdNUhCbcnEvI0NhGewg,2018/8/1,2
3783,K7lWdNUhCbcnEvI0NhGewg,2018/7/31,4
4853,K7lWdNUhCbcnEvI0NhGewg,2018/7/31,3
2495,K7lWdNUhCbcnEvI0NhGewg,2018/7/30,5
2566,K7lWdNUhCbcnEvI0NhGewg,2018/7/30,1
4424,K7lWdNUhCbcnEvI0NhGewg,2018/7/30,3
4791,K7lWdNUhCbcnEvI0NhGewg,2018/7/30,5
1870,K7lWdNUhCbcnEvI0NhGewg,2018/7/29,2
2196,K7lWdNUhCbcnEvI0NhGewg,2018/7/29,5
2426,K7lWdNUhCbcnEvI0NhGewg,2018/7/29,5
12248,cYwJA2A6I12KNkm2rtXd5g,2018/7/29,4
1433,K7lWdNUhCbcnEvI0NhGewg,2018/7/28,2
1783,K7lWdNUhCbcnEvI0NhGewg,2018/7/28,5
801,K7lWdNUhCbcnEvI0NhGewg,2018/7/27,5
4443,K7lWdNUhCbcnEvI0NhGewg,2018/7/26,3
6416,K7lWdNUhCbcnEvI0NhGewg,2018/7/26,4
4113,K7lWdNUhCbcnEvI0NhGewg,2018/7/25,5
4870,K7lWdNUhCbcnEvI0NhGewg,2018/7/25,5
5120,K7lWdNUhCbcnEvI0NhGewg,2018/7/25,3
6265,K7lWdNUhCbcnEvI0NhGewg,2018/7/25,4
3785,K7lWdNUhCbcnEvI0NhGewg,2018/7/24,4
4845,K7lWdNUhCbcnEvI0NhGewg,2018/7/24,4
5096,K7lWdNUhCbcnEvI0NhGewg,2018/7/24,2
5337,K7lWdNUhCbcnEvI0NhGewg,2018/7/24,4
5519,K7lWdNUhCbcnEvI0NhGewg,2018/7/24,2
6370,K7lWdNUhCbcnEvI0NhGewg,2018/7/24,3
6496,K7lWdNUhCbcnEvI0NhGewg,2018/7/24,4
3482,K7lWdNUhCbcnEvI0NhGewg,2018/7/23,4
4629,K7lWdNUhCbcnEvI0NhGewg,2018/7/23,5
4760,K7lWdNUhCbcnEvI0NhGewg,2018/7/23,5
5557,K7lWdNUhCbcnEvI0NhGewg,2018/7/23,2
2861,K7lWdNUhCbcnEvI0NhGewg,2018/7/21,5
2180,K7lWdNUhCbcnEvI0NhGewg,2018/7/20,1
1173,K7lWdNUhCbcnEvI0NhGewg,2018/7/19,4
770,K7lWdNUhCbcnEvI0NhGewg,2018/7/18,5
933,K7lWdNUhCbcnEvI0NhGewg,2018/7/18,5
1116,K7lWdNUhCbcnEvI0NhGewg,2018/7/18,4
1416,K7lWdNUhCbcnEvI0NhGewg,2018/7/18,5
362,K7lWdNUhCbcnEvI0NhGewg,2018/7/17,5
566,K7lWdNUhCbcnEvI0NhGewg,2018/7/17,5
785,K7lWdNUhCbcnEvI0NhGewg,2018/7/17,4
3804,K7lWdNUhCbcnEvI0NhGewg,2018/7/16,5
4055,K7lWdNUhCbcnEvI0NhGewg,2018/7/16,3
4284,K7lWdNUhCbcnEvI0NhGewg,2018/7/16,5
5548,K7lWdNUhCbcnEvI0NhGewg,2018/7/16,2
5071,K7lWdNUhCbcnEvI0NhGewg,2018/7/15,5
5140,K7lWdNUhCbcnEvI0NhGewg,2018/7/15,5
3700,K7lWdNUhCbcnEvI0NhGewg,2018/7/14,4
5155,K7lWdNUhCbcnEvI0NhGewg,2018/7/14,4
5344,K7lWdNUhCbcnEvI0NhGewg,2018/7/14,1
5657,K7lWdNUhCbcnEvI0NhGewg,2018/7/14,3
3086,K7lWdNUhCbcnEvI0NhGewg,2018/7/13,5
3281,K7lWdNUhCbcnEvI0NhGewg,2018/7/13,4
2904,K7lWdNUhCbcnEvI0NhGewg,2018/7/12,4
3555,K7lWdNUhCbcnEvI0NhGewg,2018/7/12,1
396,K7lWdNUhCbcnEvI0NhGewg,2018/7/9,5
712,K7lWdNUhCbcnEvI0NhGewg,2018/7/9,1
1141,K7lWdNUhCbcnEvI0NhGewg,2018/7/9,3
1590,K7lWdNUhCbcnEvI0NhGewg,2018/7/9,5
1692,K7lWdNUhCbcnEvI0NhGewg,2018/7/9,5
6124,K7lWdNUhCbcnEvI0NhGewg,2018/7/9,4
686,K7lWdNUhCbcnEvI0NhGewg,2018/7/8,4
757,K7lWdNUhCbcnEvI0NhGewg,2018/7/8,4
1278,K7lWdNUhCbcnEvI0NhGewg,2018/7/8,2
11669,cYwJA2A6I12KNkm2rtXd5g,2018/7/8,3
11679,cYwJA2A6I12KNkm2rtXd5g,2018/7/8,4
84,K7lWdNUhCbcnEvI0NhGewg,2018/7/7,4
111,K7lWdNUhCbcnEvI0NhGewg,2018/7/7,2
5708,K7lWdNUhCbcnEvI0NhGewg,2018/7/7,5
5905,K7lWdNUhCbcnEvI0NhGewg,2018/7/7,3
5907,K7lWdNUhCbcnEvI0NhGewg,2018/7/7,1
6152,K7lWdNUhCbcnEvI0NhGewg,2018/7/7,5
6284,K7lWdNUhCbcnEvI0NhGewg,2018/7/7,5
6035,K7lWdNUhCbcnEvI0NhGewg,2018/7/6,2
6080,K7lWdNUhCbcnEvI0NhGewg,2018/7/6,5
6142,K7lWdNUhCbcnEvI0NhGewg,2018/7/6,4
6322,K7lWdNUhCbcnEvI0NhGewg,2018/7/6,4
6357,K7lWdNUhCbcnEvI0NhGewg,2018/7/6,3
6359,K7lWdNUhCbcnEvI0NhGewg,2018/7/6,1
6449,K7lWdNUhCbcnEvI0NhGewg,2018/7/6,3
5649,K7lWdNUhCbcnEvI0NhGewg,2018/7/5,2
5845,K7lWdNUhCbcnEvI0NhGewg,2018/7/4,5
6086,K7lWdNUhCbcnEvI0NhGewg,2018/7/4,1
6434,K7lWdNUhCbcnEvI0NhGewg,2018/7/4,5
6563,K7lWdNUhCbcnEvI0NhGewg,2018/7/4,2
6590,K7lWdNUhCbcnEvI0NhGewg,2018/7/4,3
4200,K7lWdNUhCbcnEvI0NhGewg,2018/7/3,3
4816,K7lWdNUhCbcnEvI0NhGewg,2018/7/3,5
6403,K7lWdNUhCbcnEvI0NhGewg,2018/7/3,3
2914,K7lWdNUhCbcnEvI0NhGewg,2018/7/2,4
3379,K7lWdNUhCbcnEvI0NhGewg,2018/7/2,3
4326,K7lWdNUhCbcnEvI0NhGewg,2018/7/2,2
4762,K7lWdNUhCbcnEvI0NhGewg,2018/7/2,5
5283,K7lWdNUhCbcnEvI0NhGewg,2018/7/2,2
6369,K7lWdNUhCbcnEvI0NhGewg,2018/7/2,2
3335,K7lWdNUhCbcnEvI0NhGewg,2018/7/1,5
4719,K7lWdNUhCbcnEvI0NhGewg,2018/7/1,1
3324,K7lWdNUhCbcnEvI0NhGewg,2018/6/30,5
2239,K7lWdNUhCbcnEvI0NhGewg,2018/6/29,2
1557,K7lWdNUhCbcnEvI0NhGewg,2018/6/28,4
1653,K7lWdNUhCbcnEvI0NhGewg,2018/6/28,5
2457,K7lWdNUhCbcnEvI0NhGewg,2018/6/28,2
834,K7lWdNUhCbcnEvI0NhGewg,2018/6/27,4
6008,K7lWdNUhCbcnEvI0NhGewg,2018/6/27,3
196,K7lWdNUhCbcnEvI0NhGewg,2018/6/26,5
311,K7lWdNUhCbcnEvI0NhGewg,2018/6/26,5
6483,K7lWdNUhCbcnEvI0NhGewg,2018/6/26,3
3085,K7lWdNUhCbcnEvI0NhGewg,2018/6/25,3
3441,K7lWdNUhCbcnEvI0NhGewg,2018/6/25,3
2547,K7lWdNUhCbcnEvI0NhGewg,2018/6/24,5
3648,K7lWdNUhCbcnEvI0NhGewg,2018/6/23,2
1654,K7lWdNUhCbcnEvI0NhGewg,2018/6/21,4
1804,K7lWdNUhCbcnEvI0NhGewg,2018/6/21,5
12428,cYwJA2A6I12KNkm2rtXd5g,2018/6/21,1
1611,K7lWdNUhCbcnEvI0NhGewg,2018/6/20,3
481,K7lWdNUhCbcnEvI0NhGewg,2018/6/19,4
540,K7lWdNUhCbcnEvI0NhGewg,2018/6/19,2
598,K7lWdNUhCbcnEvI0NhGewg,2018/6/19,3
4674,K7lWdNUhCbcnEvI0NhGewg,2018/6/18,5
4858,K7lWdNUhCbcnEvI0NhGewg,2018/6/18,2
6122,K7lWdNUhCbcnEvI0NhGewg,2018/6/18,5
6734,K7lWdNUhCbcnEvI0NhGewg,2018/6/18,4
3535,K7lWdNUhCbcnEvI0NhGewg,2018/6/16,2
4300,K7lWdNUhCbcnEvI0NhGewg,2018/6/16,5
4322,K7lWdNUhCbcnEvI0NhGewg,2018/6/16,1
4454,K7lWdNUhCbcnEvI0NhGewg,2018/6/16,1
4737,K7lWdNUhCbcnEvI0NhGewg,2018/6/16,1
4991,K7lWdNUhCbcnEvI0NhGewg,2018/6/16,4
5377,K7lWdNUhCbcnEvI0NhGewg,2018/6/16,3
5485,K7lWdNUhCbcnEvI0NhGewg,2018/6/15,3
3260,K7lWdNUhCbcnEvI0NhGewg,2018/6/14,2
3439,K7lWdNUhCbcnEvI0NhGewg,2018/6/14,5
2290,K7lWdNUhCbcnEvI0NhGewg,2018/6/13,5
2610,K7lWdNUhCbcnEvI0NhGewg,2018/6/13,5
1845,K7lWdNUhCbcnEvI0NhGewg,2018/6/12,1
2208,K7lWdNUhCbcnEvI0NhGewg,2018/6/12,4
1333,K7lWdNUhCbcnEvI0NhGewg,2018/6/11,5
1595,K7lWdNUhCbcnEvI0NhGewg,2018/6/11,4
802,K7lWdNUhCbcnEvI0NhGewg,2018/6/10,3
886,K7lWdNUhCbcnEvI0NhGewg,2018/6/10,4
90,K7lWdNUhCbcnEvI0NhGewg,2018/6/9,3
116,K7lWdNUhCbcnEvI0NhGewg,2018/6/9,5
379,K7lWdNUhCbcnEvI0NhGewg,2018/6/9,5
417,K7lWdNUhCbcnEvI0NhGewg,2018/6/9,4
4465,K7lWdNUhCbcnEvI0NhGewg,2018/6/8,5
4488,K7lWdNUhCbcnEvI0NhGewg,2018/6/8,5
6234,K7lWdNUhCbcnEvI0NhGewg,2018/6/8,5
6702,K7lWdNUhCbcnEvI0NhGewg,2018/6/7,1
14383,cYwJA2A6I12KNkm2rtXd5g,2018/6/7,5
4887,K7lWdNUhCbcnEvI0NhGewg,2018/6/5,5
4952,K7lWdNUhCbcnEvI0NhGewg,2018/6/5,3
5128,K7lWdNUhCbcnEvI0NhGewg,2018/6/5,5
5688,K7lWdNUhCbcnEvI0NhGewg,2018/6/5,4
4308,K7lWdNUhCbcnEvI0NhGewg,2018/6/4,5
5333,K7lWdNUhCbcnEvI0NhGewg,2018/6/4,4
5616,K7lWdNUhCbcnEvI0NhGewg,2018/6/4,5
3538,K7lWdNUhCbcnEvI0NhGewg,2018/6/3,5
5725,K7lWdNUhCbcnEvI0NhGewg,2018/6/3,4
2674,K7lWdNUhCbcnEvI0NhGewg,2018/6/2,2
3773,K7lWdNUhCbcnEvI0NhGewg,2018/6/2,5
1414,K7lWdNUhCbcnEvI0NhGewg,2018/6/1,5
1971,K7lWdNUhCbcnEvI0NhGewg,2018/6/1,3
2306,K7lWdNUhCbcnEvI0NhGewg,2018/6/1,5
2720,K7lWdNUhCbcnEvI0NhGewg,2018/6/1,2
1554,K7lWdNUhCbcnEvI0NhGewg,2018/5/31,2
1802,K7lWdNUhCbcnEvI0NhGewg,2018/5/31,4
867,K7lWdNUhCbcnEvI0NhGewg,2018/5/30,4
1007,K7lWdNUhCbcnEvI0NhGewg,2018/5/30,5
1161,K7lWdNUhCbcnEvI0NhGewg,2018/5/30,4
1494,K7lWdNUhCbcnEvI0NhGewg,2018/5/30,4
519,K7lWdNUhCbcnEvI0NhGewg,2018/5/29,5
542,K7lWdNUhCbcnEvI0NhGewg,2018/5/29,4
4739,K7lWdNUhCbcnEvI0NhGewg,2018/5/28,5
5272,K7lWdNUhCbcnEvI0NhGewg,2018/5/28,5
5305,K7lWdNUhCbcnEvI0NhGewg,2018/5/28,1
5968,K7lWdNUhCbcnEvI0NhGewg,2018/5/28,4
6129,K7lWdNUhCbcnEvI0NhGewg,2018/5/28,3
4592,K7lWdNUhCbcnEvI0NhGewg,2018/5/27,4
4973,K7lWdNUhCbcnEvI0NhGewg,2018/5/27,4
5412,K7lWdNUhCbcnEvI0NhGewg,2018/5/27,3
6015,K7lWdNUhCbcnEvI0NhGewg,2018/5/27,3
3990,K7lWdNUhCbcnEvI0NhGewg,2018/5/26,5
3606,K7lWdNUhCbcnEvI0NhGewg,2018/5/25,5
4156,K7lWdNUhCbcnEvI0NhGewg,2018/5/25,5
4435,K7lWdNUhCbcnEvI0NhGewg,2018/5/25,1
2853,K7lWdNUhCbcnEvI0NhGewg,2018/5/24,4
2163,K7lWdNUhCbcnEvI0NhGewg,2018/5/23,4
2981,K7lWdNUhCbcnEvI0NhGewg,2018/5/23,2
1608,K7lWdNUhCbcnEvI0NhGewg,2018/5/22,4
1852,K7lWdNUhCbcnEvI0NhGewg,2018/5/22,4
2649,K7lWdNUhCbcnEvI0NhGewg,2018/5/22,5
1291,K7lWdNUhCbcnEvI0NhGewg,2018/5/21,1
1765,K7lWdNUhCbcnEvI0NhGewg,2018/5/21,2
2287,K7lWdNUhCbcnEvI0NhGewg,2018/5/21,1
650,K7lWdNUhCbcnEvI0NhGewg,2018/5/20,4
131,K7lWdNUhCbcnEvI0NhGewg,2018/5/19,4
844,K7lWdNUhCbcnEvI0NhGewg,2018/5/19,1
940,K7lWdNUhCbcnEvI0NhGewg,2018/5/19,4
4871,K7lWdNUhCbcnEvI0NhGewg,2018/5/18,3
6639,K7lWdNUhCbcnEvI0NhGewg,2018/5/18,5
6668,K7lWdNUhCbcnEvI0NhGewg,2018/5/18,4
5354,K7lWdNUhCbcnEvI0NhGewg,2018/5/17,3
5579,K7lWdNUhCbcnEvI0NhGewg,2018/5/17,3
3499,K7lWdNUhCbcnEvI0NhGewg,2018/5/15,3
4903,K7lWdNUhCbcnEvI0NhGewg,2018/5/15,3
2167,K7lWdNUhCbcnEvI0NhGewg,2018/5/13,1
2518,K7lWdNUhCbcnEvI0NhGewg,2018/5/13,1
2775,K7lWdNUhCbcnEvI0NhGewg,2018/5/13,1
2244,K7lWdNUhCbcnEvI0NhGewg,2018/5/12,3
1639,K7lWdNUhCbcnEvI0NhGewg,2018/5/11,4
1763,K7lWdNUhCbcnEvI0NhGewg,2018/5/11,3
2150,K7lWdNUhCbcnEvI0NhGewg,2018/5/11,3
971,K7lWdNUhCbcnEvI0NhGewg,2018/5/10,1
1098,K7lWdNUhCbcnEvI0NhGewg,2018/5/10,1
110,K7lWdNUhCbcnEvI0NhGewg,2018/5/8,5
5326,K7lWdNUhCbcnEvI0NhGewg,2018/5/7,5
5543,K7lWdNUhCbcnEvI0NhGewg,2018/5/7,1
4583,K7lWdNUhCbcnEvI0NhGewg,2018/5/6,5
4733,K7lWdNUhCbcnEvI0NhGewg,2018/5/6,4
5297,K7lWdNUhCbcnEvI0NhGewg,2018/5/6,5
2822,K7lWdNUhCbcnEvI0NhGewg,2018/5/5,5
